customerId,gender,Senior_Citizen,Partner,Dependents,Tenure,Tenure_Group,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,High_Charge_Flag,Total_Charges,Churn,Risk_Score,Risk_Level,,Churn_Flag
9441-QHEVC,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.10,Normal,19.10,No,3,Medium Risk,,0
7302-ZHMHP,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,Normal,19.15,No,3,Medium Risk,,0
1663-MHLHE,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.20,Normal,19.20,No,3,Medium Risk,,0
3308-MHOOC,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.20,Normal,19.20,No,3,Medium Risk,,0
4232-JGKIY,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.20,Normal,19.20,No,3,Medium Risk,,0
3373-YZZYM,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.20,Normal,19.20,No,3,Medium Risk,,0
1098-TDVUQ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,Normal,19.25,No,3,Medium Risk,,0
5510-BOIUJ,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,Normal,19.25,Yes,3,Medium Risk,,1
9374-YOLBJ,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,Normal,19.25,No,3,Medium Risk,,0
0761-AETCS,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.30,Normal,19.30,Yes,3,Medium Risk,,1
7926-IJOOU,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.30,Normal,19.30,No,3,Medium Risk,,0
4667-OHGKG,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.30,Normal,19.30,Yes,3,Medium Risk,,1
1724-IQWNM,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.30,Normal,19.30,No,3,Medium Risk,,0
5766-ZJYBB,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.40,Normal,19.40,Yes,3,Medium Risk,,1
9629-NHXFW,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.40,Normal,19.40,No,3,Medium Risk,,0
7298-IZWLY,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.40,Normal,19.40,No,3,Medium Risk,,0
2220-IAHLS,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.40,Normal,19.40,No,3,Medium Risk,,0
3679-XASPY,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,Normal,19.45,No,3,Medium Risk,,0
7617-EYGLW,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,Normal,19.45,No,3,Medium Risk,,0
1725-MIMXW,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,Normal,19.45,Yes,3,Medium Risk,,1
9174-FKWZE,Female,1,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,Normal,19.45,Yes,3,Medium Risk,,1
8393-JMVMB,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,Normal,19.45,No,3,Medium Risk,,0
4760-XOHVN,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,Normal,19.45,Yes,3,Medium Risk,,1
7551-JOHTI,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.50,Normal,19.50,Yes,3,Medium Risk,,1
5906-BFOZT,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.50,Normal,19.50,No,3,Medium Risk,,0
8566-YPRGL,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.50,Normal,19.50,No,3,Medium Risk,,0
1905-OEILC,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.50,Normal,19.50,No,3,Medium Risk,,0
2866-IKBTM,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Normal,19.55,No,3,Medium Risk,,0
1029-QFBEN,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Normal,19.55,Yes,3,Medium Risk,,1
8605-ITULD,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Normal,19.55,No,3,Medium Risk,,0
2576-HXMPA,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,Normal,19.55,No,3,Medium Risk,,0
1622-HSHSF,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,Normal,19.55,No,3,Medium Risk,,0
0927-CNGRH,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Normal,19.55,No,3,Medium Risk,,0
7601-WFVZV,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Normal,19.55,No,3,Medium Risk,,0
7989-CHGTL,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.60,Normal,19.60,Yes,3,Medium Risk,,1
4588-YBNIB,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.60,Normal,19.60,Yes,3,Medium Risk,,1
8329-IBCTI,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,19.65,Yes,3,Medium Risk,,1
1194-SPVSP,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,Normal,19.65,No,3,Medium Risk,,0
7291-CDTMJ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,Normal,19.65,No,3,Medium Risk,,0
7721-DVEKZ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,19.65,No,3,Medium Risk,,0
6141-OOXUQ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,19.65,Yes,3,Medium Risk,,1
3785-NRHYR,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,19.65,No,3,Medium Risk,,0
0970-QXPXW,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,19.65,No,3,Medium Risk,,0
5562-BETPV,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,Normal,19.65,No,1,Low Risk,,0
0247-SLUJI,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.70,Normal,19.70,No,3,Medium Risk,,0
6615-ZGEDR,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.70,Normal,19.70,Yes,3,Medium Risk,,1
3930-ZGWVE,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Normal,19.75,No,3,Medium Risk,,0
3717-OFRTN,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,Normal,19.75,No,3,Medium Risk,,0
6849-WLEYG,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Normal,19.75,Yes,3,Medium Risk,,1
7239-HZZCX,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Normal,19.75,Yes,3,Medium Risk,,1
2465-BLLEU,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,Normal,19.75,No,3,Medium Risk,,0
6124-ACRHJ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Normal,19.75,No,3,Medium Risk,,0
7853-WNZSY,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,Normal,19.75,No,3,Medium Risk,,0
1156-ZFYDO,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,Normal,19.75,No,3,Medium Risk,,0
9103-CXVOK,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,Normal,19.75,No,3,Medium Risk,,0
8562-GHPPI,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.80,Normal,19.80,No,3,Medium Risk,,0
4892-VLANZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.80,Normal,19.80,Yes,3,Medium Risk,,1
1135-LMECX,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Normal,19.85,No,3,Medium Risk,,0
0107-WESLM,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,Normal,19.85,Yes,3,Medium Risk,,1
4291-HPAXL,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Normal,19.85,No,3,Medium Risk,,0
1064-FBXNK,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,Normal,19.85,No,1,Low Risk,,0
4800-VHZKI,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.90,Normal,19.90,Yes,3,Medium Risk,,1
2654-VBVPB,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.90,Normal,19.90,No,3,Medium Risk,,0
3900-AQPHZ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,19.90,Yes,3,Medium Risk,,1
6654-QGBZZ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,19.90,No,3,Medium Risk,,0
5515-IDEJJ,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,19.90,Yes,3,Medium Risk,,1
2320-JRSDE,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.90,Normal,19.90,Yes,3,Medium Risk,,1
7878-RTCZG,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,19.90,No,3,Medium Risk,,0
2369-FEVNO,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.90,Normal,19.90,No,3,Medium Risk,,0
2542-HYGIQ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,Normal,19.95,No,3,Medium Risk,,0
3506-LCJDC,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,Normal,19.95,Yes,3,Medium Risk,,1
5143-WMWOG,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,Normal,19.95,Yes,3,Medium Risk,,1
6286-SUUWT,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,Normal,19.95,No,3,Medium Risk,,0
3807-XHCJH,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.00,Normal,20.00,No,3,Medium Risk,,0
7698-YFGEZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.00,Normal,20.00,No,3,Medium Risk,,0
4877-EVATK,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.00,Normal,20.00,Yes,3,Medium Risk,,1
3030-ZKIWL,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
4661-NJEUX,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
2812-SFXMJ,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
1349-WXNGG,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,Normal,20.05,Yes,3,Medium Risk,,1
7096-UCLNH,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
5028-HTLJB,Male,1,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,Yes,3,Medium Risk,,1
8749-CLJXC,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
9962-BFPDU,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,20.05,No,3,Medium Risk,,0
3148-BLQJT,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.10,Normal,20.10,Yes,3,Medium Risk,,1
1240-KNSEZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.10,Normal,20.10,Yes,3,Medium Risk,,1
1000-AJSLD,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.10,Normal,20.10,Yes,3,Medium Risk,,1
1066-JKSGK,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,Normal,20.15,Yes,3,Medium Risk,,1
1934-SJVJK,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,Normal,20.15,Yes,3,Medium Risk,,1
4897-QSUYC,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,Normal,20.15,Yes,3,Medium Risk,,1
8974-OVACP,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,Normal,20.15,No,3,Medium Risk,,0
4781-ZXYGU,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,Normal,20.15,No,3,Medium Risk,,0
7853-GVUDZ,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,Normal,20.15,Yes,3,Medium Risk,,1
7310-EGVHZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.20,Normal,20.20,No,3,Medium Risk,,0
6380-ARCEH,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.20,Normal,20.20,No,3,Medium Risk,,0
3247-MHJKM,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.20,Normal,20.20,No,3,Medium Risk,,0
8305-VHZBZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.20,Normal,20.20,Yes,3,Medium Risk,,1
5356-RHIPP,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.20,Normal,20.20,Yes,3,Medium Risk,,1
2955-PSXOE,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.20,Normal,20.20,Yes,3,Medium Risk,,1
8048-DSDFQ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.20,Normal,20.20,No,3,Medium Risk,,0
1493-AMTIE,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.20,Normal,20.20,Yes,3,Medium Risk,,1
4786-UKSNZ,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.20,Normal,20.20,Yes,3,Medium Risk,,1
7839-QRKXN,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.20,Normal,20.20,Yes,3,Medium Risk,,1
6469-MRVET,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.20,Normal,20.20,No,1,Low Risk,,0
8203-XJZRC,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,Normal,20.25,No,3,Medium Risk,,0
0670-KDOMA,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Normal,20.25,No,3,Medium Risk,,0
2876-VBBBL,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Normal,20.25,Yes,3,Medium Risk,,1
5868-YTYKS,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Normal,20.25,No,3,Medium Risk,,0
4211-MMAZN,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,Normal,20.25,Yes,3,Medium Risk,,1
2081-KJSQF,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Normal,20.25,No,3,Medium Risk,,0
9122-UMROB,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.30,Normal,20.30,No,3,Medium Risk,,0
7814-LEEVE,Female,0,Yes,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.30,Normal,20.30,No,3,Medium Risk,,0
3090-QFUVD,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.30,Normal,20.30,No,3,Medium Risk,,0
8073-IJDCM,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.30,Normal,20.30,Yes,3,Medium Risk,,1
2676-ISHSF,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.30,Normal,20.30,No,3,Medium Risk,,0
2592-YKDIF,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Normal,20.35,No,3,Medium Risk,,0
4634-JLRJT,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,Normal,20.35,No,3,Medium Risk,,0
3590-TCXTB,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Normal,20.35,No,3,Medium Risk,,0
1099-GODLO,Female,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,Normal,20.35,No,1,Low Risk,,0
6579-JPICP,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.40,Normal,20.40,No,3,Medium Risk,,0
3727-JEZTU,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.40,Normal,20.40,No,3,Medium Risk,,0
